Clase,SubClase,Rubro,SubRubro,Cuenta,Nombre,GLA_DESCRIPTION
EGRESOS,O & G,IT & COMMUNICATIONS,,526003,INSUMOS y GASTOS COMPUTACION,Repairs and Maintenance Expense
EGRESOS,O & G,IT & COMMUNICATIONS,,526004,TELEFONOS Y COMUNICACIONES,Mobile Phone/Internet
EGRESOS,O & G,IT & COMMUNICATIONS,,526005,TELEFONIA CELULAR,Mobile Phone/Internet
EGRESOS,O & G,IT & COMMUNICATIONS,,526006,REPARACION DE EQUIPOS,Mobile Phone/Internet
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527001,IMPUESTO LEY 25413,Taxes & Licenses
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527002,GASTOS BANCARIOS,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527003,INTERESES POR PRESTAMOS,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527004,DIFERENCIA DE CAMBIO,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527005,INTERESES FINANCIEROS ,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527006,INTERESES POR RECARGO,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527007,GASTOS Y COMISIONES TARJETAS,Credit Card Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527008,OTROS SEGUROS,Insurance Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527009,SEGUROS,Insurance Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527010,RECUPERO IMPUESTO,Taxes & Licenses
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527011,RECPAM (Res x exp al cbio en el pod adq de la mon),Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527012,GASTOS BANCARIOS POR COBRANZA EXTERIOR,Insurance Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527013,GASTOS Y COMISIONES X INVERSIONES,Insurance Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527014,DIFERENCIA DE CAMBIO x PROVEEDOR,Insurance Expense
EGRESOS,O & G,OTROS,,528001,GASTOS CAPACITACION,Agency Community
EGRESOS,O & G,OTROS,,528002,VIAJES EXT Y EXPOSICIONES,Overhead Travel
EGRESOS,O & G,OTROS,,528003,PÉRDIDA POR TENENCIA,COS - Media Default
EGRESOS,O & G,OTROS,,528005,DEUDAS INCOBRABLES,Bad Debt Expense
EGRESOS,IMPUESTOS,IMPUESTOS,,531001,IMP.A LAS GANANCIAS,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531002,TASA ANUAL COMFER,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531003,MORATORIAS ,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531004,IMPUESTOS VARIOS,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531005,IMP A LOS SELLOS,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531006,IMP.s/ INGRESOS BRUTOS C.A.B.A.,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531007,IMP.s/ INGRESOS BRUTOS BS.AS.,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531008,IMP.s/ACCIONES O PARTICIPACIONES ,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531009,SUSS,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531010,SRT,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531011,INTERESES AFIP,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531012,IMPUESTOS TASAS Y CONTRIBUCIONES IGJ,Taxes & Licenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531013,IMPUESTO A LOS BIENES PERSONALES SOCIETARIOS,Taxes & Licenses
